,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Lasallia pustulata 1,GCA_000938525.1,GCA_008636195.1,GCA_964254525.1,GCA_023184615.1,GCA_022814315.1,GCA_964256085.1,GCA_900178375.1,GCA_001875675.1,GCA_001933335.1
Lasallia pustulata 2,GCA_008636195.1,GCA_900169345.1,GCA_964254525.1,GCA_003254425.1,GCA_964256115.1,GCA_964255725.1,GCA_949124265.1,GCA_015679515.1,GCA_001950855.1
Lasallia pustulata 3,GCA_900169345.1,GCA_937822555.1,GCA_964254525.1,GCA_964255095.1,GCA_964256115.1,GCA_964255495.1,GCA_025605225.1,GCA_900011195.1,GCA_016864835.1
Lasallia pustulata 4,GCA_937822555.1,GCA_937822845.1,GCA_964254525.1,GCA_023184675.1,GCA_964255775.1,GCA_964257675.1,GCA_024761105.1,GCA_041721975.1,GCA_011947335.1
Lasallia pustulata 5,GCA_937822845.1,GCA_937822895.1,GCA_964254525.1,GCA_023184615.1,GCA_022814315.1,GCA_964257185.1,GCA_026119515.1,GCA_001286725.1,GCA_002099245.1
Lasallia pustulata 6,GCA_937822895.1,GCA_937832375.1,GCA_964254525.1,GCA_023184595.1,GCA_964255775.1,GCA_964255355.1,GCA_023619295.1,GCA_027575745.1,GCA_001278165.1
Lasallia pustulata 7,GCA_937832375.1,GCA_937836395.1,GCA_964254525.1,GCA_964255095.1,GCA_964255775.1,GCA_023645945.1,GCA_046132785.1,GCA_018850235.1,GCA_038050845.1
Lasallia pustulata 8,GCA_937836395.1,GCA_937836435.1,GCA_964254525.1,GCA_023645895.1,GCA_964255775.1,GCA_019925105.1,GCA_011800825.1,GCA_003313885.1,GCA_009733005.1
Lasallia pustulata 9,GCA_937836435.1,GCA_937840595.1,GCA_964254525.1,GCA_964340765.1,GCA_964255775.1,GCA_964255755.1,GCA_003274095.1,GCA_965233645.1,GCA_024679225.1
Entrophospora candida 0,GCA_958301855.1,GCA_958301775.1,GCA_958449935.1,,,GCA_003547095.1,GCA_000697095.1,GCA_001682475.1,GCA_003640465.1
Entrophospora candida 1,GCA_958301775.1,,GCA_958449835.1,,,GCA_003547095.1,GCA_019828915.1,GCA_038364125.1,GCA_011947345.1
Entrophospora candida 3,GCA_958301795.1,,GCA_958450115.1,,,GCA_903470595.1,GCA_025201375.1,GCA_016858165.1,GCA_000333075.3
Entrophospora candida 5,GCA_958301815.1,,GCA_958449785.1,,,GCA_000597565.1,GCA_037042035.1,GCA_023089225.1,GCA_038050695.1
Entrophospora candida 7,GCA_958301835.1,GCA_958301845.1,GCA_958450055.1,,,GCA_003833045.1,,GCA_045837925.1,GCA_023338155.1
Entrophospora candida 8,GCA_958301845.1,,GCA_958449755.1,,,GCA_002897155.2,GCA_025093555.1,GCA_043257305.1,GCA_026225685.1
Verticillium dahliae 0,GCA_002370995.1,GCA_002892985.1,GCA_001268165.1,GCA_037042015.1,GCA_022836555.1,GCA_014595645.1,GCA_009665905.1,GCA_019970605.1,GCA_002099245.1
Verticillium dahliae 1,GCA_002892985.1,GCA_002892995.1,GCA_002851695.1,GCA_020746995.1,GCA_013201925.1,GCA_038362585.1,GCA_003988875.1,GCA_041146155.1,GCA_018873745.1
Verticillium dahliae 2,GCA_002892995.1,GCA_002893025.1,GCA_006288515.3,GCA_014635965.1,GCA_001855235.1,GCA_001654545.1,GCA_047728915.1,GCA_025882075.1,GCA_023334035.1
Verticillium dahliae 3,GCA_002893025.1,GCA_002893035.1,GCA_002851705.1,GCA_040285535.1,GCA_005350895.1,GCA_025215845.1,GCA_019925005.1,GCA_965199605.1,GCA_016864715.1
Verticillium dahliae 4,GCA_002893035.1,GCA_002893045.1,GCA_002776445.1,GCA_040285535.1,GCA_039271565.1,GCA_030772425.1,GCA_029169245.1,GCA_000296255.1,GCA_042082605.1
Verticillium dahliae 5,GCA_002893045.1,GCA_003320035.1,GCA_018994065.1,GCA_014635975.1,GCA_009806415.1,GCA_000732765.1,GCA_903819145.2,GCA_032767855.1,GCA_038051095.1
Verticillium dahliae 6,GCA_003320035.1,GCA_004109745.1,GCA_003724135.2,GCA_020726575.1,GCA_026319145.1,GCA_030787095.1,GCA_018410145.1,GCA_027575445.1,GCA_016865095.1
Verticillium dahliae 7,GCA_004109745.1,GCA_004798885.1,GCA_002851655.1,GCA_001599815.1,GCA_014705555.1,GCA_003016785.1,GCA_048413335.1,GCA_004325075.1,GCA_012552325.1
Verticillium dahliae 8,GCA_004798885.1,GCA_004798895.1,GCA_019553885.1,GCA_037042015.1,GCA_004367935.1,GCA_021436905.1,GCA_002236465.2,GCA_002995475.1,GCA_023335995.1
Verticillium dahliae 9,GCA_004798895.1,GCA_009663885.1,GCA_024085605.1,GCA_014635975.1,GCA_026540245.1,GCA_046629725.1,GCA_009666335.1,GCA_014904835.1,GCA_002025845.1
Rhizoctonia solani 0,GCA_001286725.1,GCA_015341985.1,,GCA_019616945.1,GCA_019633555.1,GCA_019143365.1,GCA_001468955.1,GCA_030561065.1,GCA_003546525.1
Rhizoctonia solani 1,GCA_015341985.1,GCA_015342405.1,,GCA_019616915.1,GCA_019633425.1,GCA_001602335.1,GCA_045932215.1,GCA_040113875.1,GCA_014706125.1
Rhizoctonia solani 2,GCA_015342405.1,GCA_015342415.1,,GCA_037042815.1,GCA_019633545.1,GCA_036873075.1,GCA_900208305.1,GCA_047839265.1,GCA_038050945.1
Rhizoctonia solani 3,GCA_015342415.1,GCA_015342435.1,,GCA_025200755.1,GCA_025174535.1,GCA_003316585.1,GCA_001542265.1,GCA_937872245.1,GCA_023336075.1
Rhizoctonia solani 4,GCA_015342435.1,GCA_016906535.1,,GCA_012932095.1,GCA_019632295.1,GCA_043748625.1,GCA_039545315.1,GCA_014705545.1,GCA_023334115.1
Rhizoctonia solani 5,GCA_016906535.1,GCA_017311305.1,,GCA_019616945.1,GCA_000827465.1,GCA_002938375.1,GCA_018153955.1,GCA_022813065.1,GCA_001933315.1
Rhizoctonia solani 6,GCA_017311305.1,GCA_019297585.1,,GCA_019616325.1,GCA_019633485.1,GCA_029467795.1,GCA_002157085.1,GCA_024704255.1,GCA_003991265.1
Rhizoctonia solani 7,GCA_019297585.1,GCA_020746845.1,,GCA_025200755.1,GCA_019633485.1,GCA_043251785.1,GCA_004918835.1,GCA_022828445.1,GCA_900312765.1
Rhizoctonia solani 8,GCA_020746845.1,GCA_024722335.1,,GCA_019616345.1,GCA_019633535.1,GCA_963854205.1,GCA_001600855.1,GCA_030518555.1,GCA_001314925.1
Rhizoctonia solani 9,GCA_024722335.1,GCA_025504695.1,,GCA_025200755.1,GCA_019632295.1,GCA_040805155.1,GCA_045931865.1,GCA_030570285.1,GCA_008080845.1
Schizophyllum commune 0,GCA_001599475.1,,GCA_007026445.1,,GCA_018221635.1,GCA_000320585.2,GCA_031841415.1,GCA_020500535.1,GCA_003704535.1
Schizophyllum commune 2,GCA_009746445.1,GCA_009746475.1,GCA_007026445.1,,GCA_015657495.1,GCA_019627745.1,GCA_900011735.1,,GCA_000336535.2
Schizophyllum commune 3,GCA_009746475.1,GCA_009746485.1,GCA_007026445.1,,GCA_043251785.1,GCA_020736865.1,GCA_048934135.1,GCA_028458445.1,GCA_023334135.1
Schizophyllum commune 4,GCA_009746485.1,GCA_009746505.1,GCA_007026445.1,,GCA_951802415.1,GCA_024703775.1,GCA_001752605.1,GCA_900044135.1,GCA_000281045.1
Schizophyllum commune 5,GCA_009746505.1,GCA_014900015.1,GCA_007026445.1,,GCA_003316655.1,GCA_008368385.1,GCA_036810415.1,GCA_009289805.1,GCA_000686205.4
Schizophyllum commune 6,GCA_014900015.1,GCA_019142945.1,GCA_007026445.1,,GCA_022457215.3,GCA_016647645.1,GCA_900016705.1,GCA_020578075.1,GCA_023336035.1
Schizophyllum commune 7,GCA_019142945.1,GCA_019142955.1,GCA_007026445.1,,GCA_015039365.1,GCA_047716215.1,GCA_900322975.1,GCA_023014605.1,GCA_025583705.1
Schizophyllum commune 8,GCA_019142955.1,GCA_019142965.1,GCA_041438165.1,,GCA_002938375.1,GCA_038089435.1,GCA_023105745.1,GCA_023625275.1,GCA_038050845.1
Schizophyllum commune 9,GCA_019142965.1,GCA_019142975.1,GCA_007026445.1,,GCA_018423945.1,GCA_003315875.1,GCA_003144135.1,GCA_021272945.2,GCA_027475705.1
Calonectria ilicicola 0,GCA_046630685.1,GCA_014621995.1,GCA_020623665.1,GCA_025427455.1,GCA_029232585.1,GCA_002924795.1,GCA_037041455.1,GCA_028533015.1,GCA_001278235.1
Calonectria ilicicola 1,GCA_014621995.1,GCA_014622005.1,GCA_006505905.1,GCA_001680535.1,GCA_030787525.1,GCA_002218485.1,GCA_947370175.1,GCA_027579175.1,GCA_024679175.1
Calonectria ilicicola 2,GCA_014622005.1,GCA_014622015.1,GCA_004380965.1,,GCA_030778625.1,GCA_030867235.1,GCA_029931675.1,GCA_011057565.1,GCA_030279065.1
Calonectria ilicicola 3,GCA_014622015.1,GCA_014622025.1,GCA_017140785.1,GCA_021237285.1,GCA_030780865.1,GCA_036172685.1,GCA_963379335.1,GCA_027575675.1,GCA_023335655.1
Calonectria ilicicola 4,GCA_014622025.1,GCA_014622035.1,GCA_013406985.1,GCA_013396165.1,GCA_027569935.1,GCA_002368525.1,GCA_022023595.1,GCA_015679545.1,GCA_038050755.1
Calonectria ilicicola 5,GCA_014622035.1,GCA_014622095.1,GCA_020623675.1,GCA_040112855.1,GCA_030789065.1,GCA_014850415.1,GCA_001737655.2,GCA_003351005.1,GCA_032432875.1
Calonectria ilicicola 6,GCA_014622095.1,GCA_014622105.1,GCA_001879505.1,GCA_045837815.1,GCA_902827195.2,GCA_046120875.1,GCA_023624595.1,GCA_025526955.1,GCA_023338065.1
Calonectria ilicicola 7,GCA_014622105.1,GCA_016508645.1,GCA_004382225.1,GCA_900096635.1,GCA_030780345.1,GCA_009806005.1,GCA_001671895.1,GCA_001736215.1,GCA_026225685.1
Calonectria ilicicola 8,GCA_016508645.1,,GCA_004380965.1,GCA_014824365.1,GCA_030783205.1,GCA_022497155.1,GCA_036872695.1,GCA_016098155.1,GCA_023334075.1
Neurospora discreta 0,GCA_009802135.1,GCA_009802305.1,GCA_034769665.1,GCA_030685235.1,GCA_023628515.1,GCA_018346625.1,GCA_002242675.1,GCA_003987915.1,GCA_047676585.1
Neurospora discreta 1,GCA_009802305.1,GCA_009802365.1,GCA_009806255.1,GCA_000182805.2,GCA_033296695.1,GCA_022287755.1,GCA_028829455.1,GCA_963855895.1,GCA_003640465.1
Neurospora discreta 2,GCA_009802365.1,GCA_009802435.1,GCA_009804985.1,GCA_008692325.1,GCA_911303055.1,GCA_025266945.1,GCA_013180125.1,GCA_003595275.1,GCA_023337775.1
Neurospora discreta 3,GCA_009802435.1,GCA_009802455.1,GCA_009804975.1,GCA_033870435.1,GCA_027943155.1,GCA_011034375.1,GCA_030035635.1,GCA_001712455.1,GCA_004137955.1
Neurospora discreta 4,GCA_009802455.1,GCA_009802495.1,GCA_958302945.1,,GCA_019096155.1,GCA_034509575.1,GCA_017309835.1,GCA_008629635.2,GCA_027475745.1
Neurospora discreta 5,GCA_009802495.1,GCA_009803635.1,GCA_009804405.1,GCA_020800285.1,GCA_009859445.1,GCA_024704165.1,GCA_034621475.1,GCA_019190805.1,GCA_001483015.1
Neurospora discreta 6,GCA_009803635.1,GCA_009803645.1,GCA_009801605.1,GCA_033870435.1,GCA_023628635.1,GCA_030779505.1,GCA_020662405.1,GCA_040207415.1,GCA_011800735.1
Neurospora discreta 7,GCA_009803645.1,GCA_009803655.1,GCA_009803325.1,,GCA_023628535.1,GCA_030778265.1,GCA_025592935.1,GCA_038502825.1,
Neurospora discreta 8,GCA_009803655.1,GCA_009803685.1,GCA_009804965.1,GCA_033297205.1,GCA_041956455.1,GCA_022432505.1,GCA_947344665.1,GCA_021464285.1,GCA_000247585.2
Neurospora discreta 9,GCA_009803685.1,GCA_009803715.1,GCA_009804305.1,GCA_030685235.1,GCA_000226095.1,GCA_030778125.1,GCA_036850625.1,GCA_012922715.1,GCA_023334055.1
Komagataella pastoris 0,GCA_001708105.1,GCA_023212855.1,GCA_023015065.1,GCA_020536065.1,,GCA_030674215.1,GCA_020500565.1,GCA_021464375.1,GCA_023337965.1
Komagataella pastoris 1,GCA_023212855.1,GCA_023212915.1,GCA_023011655.1,GCA_030557465.1,,GCA_030573815.1,GCA_018346425.1,GCA_001707415.1,
Komagataella pastoris 2,GCA_023212915.1,GCA_028829515.1,GCA_023015115.1,GCA_021233995.1,,GCA_030566815.1,GCA_043255885.1,GCA_000697335.1,GCA_023338075.1
Komagataella pastoris 3,GCA_028829515.1,,GCA_023014525.1,GCA_000787615.1,,GCA_000633855.1,GCA_041683305.1,GCA_003999685.1,GCA_035080265.1
Komagataella pastoris 5,GCA_030567415.1,GCA_040938385.1,GCA_023014675.1,GCA_023629615.1,,GCA_021018975.2,GCA_020500875.1,GCA_022702585.1,GCA_023335655.1
Komagataella pastoris 6,GCA_040938385.1,GCA_040938455.1,GCA_023013165.1,GCA_003243135.1,,GCA_046132185.1,GCA_003274715.1,GCA_045932205.1,GCA_000333115.2
Komagataella pastoris 7,GCA_040938455.1,GCA_040938465.1,GCA_023014875.1,GCA_037042275.1,,GCA_000182765.2,GCA_000732305.1,GCA_003813185.1,GCA_009848525.1
Komagataella pastoris 8,GCA_040938465.1,,GCA_023010855.1,GCA_001950555.1,,GCA_025768005.1,,GCA_027886465.1,GCA_023334995.1
Eutypa lata 0,GCA_022661535.1,GCA_022660915.1,,GCA_043791975.1,GCA_022495055.1,GCA_011035335.1,GCA_003690845.1,GCA_027575695.1,GCA_001933485.1
Eutypa lata 1,GCA_022660915.1,GCA_022660925.1,,GCA_043791975.1,GCA_038364195.1,GCA_030389615.1,GCA_000292725.1,GCA_019142955.1,GCA_011316315.1
Eutypa lata 2,GCA_022660925.1,GCA_022660935.1,,GCA_022225965.2,GCA_004155925.1,GCA_038088455.1,GCA_017864785.1,GCA_015657495.1,GCA_002025845.1
Eutypa lata 3,GCA_022660935.1,GCA_022660945.1,,GCA_023313575.1,GCA_033171785.1,GCA_019805375.1,GCA_947343965.1,GCA_039545255.1,GCA_000764265.1
Eutypa lata 4,GCA_022660945.1,GCA_022661075.1,,GCA_022225965.2,GCA_022578795.1,GCA_003947015.1,GCA_019394895.1,GCA_038091335.1,GCA_000336535.2
Eutypa lata 5,GCA_022661075.1,GCA_022661185.1,,GCA_043791975.1,GCA_004014815.1,GCA_025266945.1,GCA_000447635.1,GCA_038092595.1,GCA_008079305.1
Eutypa lata 6,GCA_022661185.1,GCA_022661205.1,,GCA_043791975.1,GCA_037075025.1,GCA_037043895.1,GCA_900178025.1,GCA_000149925.1,GCA_038051115.1
Eutypa lata 7,GCA_022661205.1,GCA_022661235.1,,GCA_023313575.1,GCA_037075025.1,GCA_020002325.1,GCA_000766245.2,GCA_024373065.1,GCA_001974925.1
Eutypa lata 8,GCA_022661235.1,GCA_022661245.1,,GCA_023313575.1,GCA_004123355.1,GCA_030786195.1,GCA_030575135.1,GCA_031841475.1,GCA_038050625.1
Eutypa lata 9,GCA_022661245.1,GCA_022661255.1,,GCA_043791975.1,GCA_002081935.3,GCA_014324425.1,GCA_001740225.1,GCA_010065385.1,GCA_011947335.1
Psilocybe cubensis 0,GCA_017499595.2,GCA_033734175.1,GCA_040804555.1,GCA_015499995.1,GCA_026075535.2,GCA_022376515.1,GCA_018154385.1,GCA_022544895.1,GCA_023334155.1
Psilocybe cubensis 1,GCA_033734175.1,GCA_033734185.1,GCA_040804205.1,GCA_964017115.1,GCA_900068985.1,GCA_024663515.1,GCA_036810415.1,GCA_015502465.1,GCA_038051025.1
Psilocybe cubensis 2,GCA_033734185.1,GCA_033734195.1,GCA_040762915.1,GCA_964017145.1,GCA_022457215.3,GCA_038088775.1,GCA_000320785.2,GCA_001515405.2,GCA_003546625.1
Psilocybe cubensis 3,GCA_033734195.1,GCA_033734205.1,GCA_040805195.1,GCA_964017115.1,GCA_018524725.1,GCA_927399515.3,GCA_045932045.1,GCA_017766525.1,GCA_001955675.1
Psilocybe cubensis 4,GCA_033734205.1,GCA_033734215.1,GCA_040804565.1,GCA_023014335.1,GCA_041438055.1,GCA_041721835.1,GCA_040364925.1,GCA_029702605.1,GCA_000336535.2
Psilocybe cubensis 5,GCA_033734215.1,GCA_033734935.1,GCA_040804565.1,GCA_015484485.1,GCA_001983385.1,GCA_038092075.1,GCA_900015965.1,GCA_030411475.1,GCA_035080265.1
Psilocybe cubensis 6,GCA_033734935.1,GCA_033734955.1,GCA_040805175.1,GCA_016801325.1,GCA_951394415.1,GCA_038092515.1,GCA_031841085.1,GCA_011066695.1,GCA_023336135.1
Psilocybe cubensis 7,GCA_033734955.1,GCA_033734975.1,GCA_019721455.1,GCA_015484465.1,GCA_029281435.1,GCA_910574555.1,GCA_023628275.1,GCA_003708865.2,GCA_009733105.1
Psilocybe cubensis 8,GCA_033734975.1,GCA_033734995.1,GCA_040762855.1,GCA_003314255.1,GCA_000300555.1,GCA_038093795.1,GCA_018154095.1,GCA_964255875.1,GCA_023336125.1
Psilocybe cubensis 9,GCA_033734995.1,GCA_033735015.1,GCA_040804455.1,GCA_003314255.1,GCA_012980525.1,GCA_963926515.1,GCA_023212685.1,GCA_028456275.1,GCA_023338055.1
Penicillium roqueforti 0,GCA_000737485.2,GCA_001599855.1,GCA_025768735.1,GCA_023627455.1,GCA_029606295.1,GCA_000585585.1,GCA_964256035.1,GCA_038091615.1,GCA_023336345.1
Penicillium roqueforti 1,GCA_001599855.1,GCA_001939915.1,GCA_037074905.1,GCA_900163765.1,GCA_030061355.1,GCA_000151595.1,GCA_013623715.1,GCA_038092335.1,GCA_023335935.1
Penicillium roqueforti 2,GCA_001939915.1,GCA_015533775.1,GCA_911175275.1,GCA_012656325.1,GCA_048569275.1,GCA_016109505.1,GCA_030557345.1,GCA_000151525.2,
Penicillium roqueforti 3,GCA_015533775.1,GCA_022829115.1,GCA_028829005.1,GCA_024678825.1,GCA_001270325.1,GCA_000835515.1,GCA_021513745.1,GCA_003314545.1,GCA_042082905.1
Penicillium roqueforti 4,GCA_022829115.1,GCA_023065375.1,GCA_023627255.1,GCA_012895975.1,GCA_029606225.1,GCA_022830905.1,GCA_009806235.1,GCA_018857305.1,GCA_000149735.1
Penicillium roqueforti 5,GCA_023065375.1,GCA_023065415.1,GCA_028974085.1,GCA_026119755.1,GCA_004299765.1,GCA_028028135.1,GCA_046253665.1,GCA_027248405.1,GCA_001707905.2
Penicillium roqueforti 6,GCA_023065415.1,GCA_023065465.1,GCA_028827885.1,GCA_013146015.1,GCA_030062295.1,GCA_029293295.1,GCA_032694655.1,GCA_003097675.1,GCA_030279005.1
Penicillium roqueforti 7,GCA_023065465.1,GCA_023065495.1,GCA_027569415.1,GCA_004849945.1,GCA_023626175.1,GCA_003417775.1,GCA_048413135.1,GCA_027604005.1,GCA_038050715.1
Penicillium roqueforti 8,GCA_023065495.1,GCA_023065525.1,GCA_023624735.1,GCA_042931795.1,GCA_002775195.1,GCA_022831055.1,GCA_000647575.1,GCA_021432655.1,GCA_016169925.1
Penicillium roqueforti 9,GCA_023065525.1,GCA_023065595.1,GCA_028827155.1,GCA_003953795.1,GCA_023626195.1,GCA_910591955.1,GCA_011066795.1,GCA_026538395.1,GCA_023336345.1
Mycosarcoma maydis 0,GCA_000328475.2,GCA_001599495.1,GCA_928852645.1,GCA_000819925.1,GCA_003144125.1,GCA_900260175.1,GCA_015584085.1,GCA_021495925.2,GCA_002286825.1
Mycosarcoma maydis 1,GCA_001599495.1,GCA_001660065.1,GCA_928852645.1,GCA_000497045.1,GCA_928724795.1,GCA_900291925.1,GCA_031841935.1,GCA_021209875.1,GCA_023336015.1
Mycosarcoma maydis 2,GCA_001660065.1,GCA_001662005.1,GCA_928852645.1,GCA_928724775.1,GCA_928724875.1,GCA_900260175.1,GCA_019627735.1,GCA_964254975.1,GCA_003123765.1
Mycosarcoma maydis 3,GCA_001662005.1,GCA_001736155.1,GCA_928852645.1,GCA_023748715.1,GCA_003144125.1,GCA_026413255.1,GCA_002900275.1,GCA_028026945.1,GCA_004137955.1
Mycosarcoma maydis 4,GCA_001736155.1,GCA_001736185.1,GCA_928852645.1,GCA_023212835.1,GCA_928724795.1,GCA_900291925.1,GCA_029874175.1,GCA_029850275.1,GCA_018292885.1
Mycosarcoma maydis 5,GCA_001736185.1,GCA_001736215.1,GCA_928852645.1,GCA_001676635.1,GCA_928724795.1,GCA_003144235.1,GCA_031841985.1,GCA_001696625.1,
Mycosarcoma maydis 6,GCA_001736215.1,GCA_013387245.1,GCA_928852645.1,GCA_928724775.1,GCA_928724875.1,GCA_900291925.1,GCA_045514295.1,GCA_002925105.1,GCA_038050885.1
Mycosarcoma maydis 7,GCA_013387245.1,GCA_013387255.1,GCA_928852645.1,GCA_022963125.1,GCA_003144125.1,GCA_900291925.1,GCA_048564935.1,GCA_018346495.1,GCA_009835175.1
Mycosarcoma maydis 8,GCA_013387255.1,GCA_016617935.1,GCA_928852645.1,GCA_019972555.1,GCA_928724875.1,GCA_900260175.1,GCA_019632265.1,GCA_008729205.1,GCA_001306775.1
Mycosarcoma maydis 9,GCA_016617935.1,GCA_016617945.1,GCA_928852645.1,GCA_900519145.1,GCA_928724795.1,GCA_026284005.1,GCA_003314235.1,GCA_025434895.1,GCA_000333075.3
Saccharomyces uvarum 0,GCA_947243795.1,GCA_000732305.1,GCA_029703145.1,GCA_041941575.1,,GCA_003706915.2,GCA_017656575.1,GCA_013036805.1,GCA_023335935.1
Saccharomyces uvarum 1,GCA_000732305.1,GCA_002242635.1,GCA_001737985.1,GCA_949129155.1,,GCA_031124835.1,GCA_022661735.1,GCA_033735035.1,GCA_004138015.1
Saccharomyces uvarum 2,GCA_002242635.1,GCA_002242645.1,GCA_017865995.1,GCA_030573885.1,,GCA_004919945.1,GCA_030267765.1,GCA_020736565.1,GCA_039619315.1
Saccharomyces uvarum 3,GCA_002242645.1,GCA_002242675.1,GCA_001006245.1,GCA_044646035.1,,GCA_025531735.1,GCA_027945555.1,GCA_031840995.1,GCA_000281045.1
Saccharomyces uvarum 4,GCA_002242675.1,GCA_002242715.1,GCA_947343945.1,GCA_036321265.1,,GCA_004919945.1,GCA_030781705.1,GCA_038090075.1,GCA_000509525.1
Saccharomyces uvarum 5,GCA_002242715.1,GCA_013179785.1,GCA_001739665.1,GCA_027480195.1,,GCA_030564765.1,GCA_001684225.1,GCA_027575765.1,GCA_033557915.1
Saccharomyces uvarum 6,GCA_013179785.1,GCA_013179815.1,GCA_949126085.1,GCA_014133895.1,,GCA_001661255.1,,GCA_038093855.1,GCA_002288995.1
Saccharomyces uvarum 7,GCA_013179815.1,GCA_013179855.1,GCA_001737635.2,GCA_931301645.1,,GCA_018344405.1,GCA_002894445.1,GCA_964257735.1,GCA_000313105.1
Saccharomyces uvarum 8,GCA_013179855.1,GCA_013179935.1,GCA_016858175.1,GCA_001660455.1,,GCA_030567355.1,GCA_964256685.1,GCA_021556705.1,GCA_000173235.2
Saccharomyces uvarum 9,GCA_013179935.1,GCA_013179955.1,GCA_947345275.1,GCA_931303485.1,,GCA_000313485.1,GCA_022578775.1,GCA_038091635.1,GCA_920618645.1
Exophiala dermatitidis 0,GCA_003349795.1,GCA_010883275.1,GCA_022695815.1,GCA_016109475.1,GCA_003709865.1,GCA_000151505.1,GCA_014324435.1,GCA_022505995.1,GCA_023335925.1
Exophiala dermatitidis 1,GCA_010883275.1,GCA_010883425.1,GCA_010883475.1,GCA_030068005.1,GCA_003614865.1,GCA_020503915.1,GCA_900497715.1,GCA_024613145.1,GCA_024679135.1
Exophiala dermatitidis 2,GCA_010883425.1,GCA_010883455.1,GCA_036010245.1,GCA_000585565.1,GCA_046718355.1,GCA_020503905.1,GCA_046056315.1,GCA_006149155.1,GCA_920940705.1
Exophiala dermatitidis 3,GCA_010883455.1,GCA_010883525.1,GCA_004026505.1,GCA_000835435.1,GCA_015295635.1,GCA_020500355.1,GCA_030406835.1,GCA_963379285.1,GCA_023333815.1
Exophiala dermatitidis 4,GCA_010883525.1,GCA_010883545.1,GCA_000798695.1,GCA_016110055.1,GCA_036872675.1,GCA_023626595.1,GCA_003243735.1,GCA_038094675.1,GCA_001712655.1
Exophiala dermatitidis 5,GCA_010883545.1,GCA_023621275.1,GCA_035932055.1,GCA_011800825.1,GCA_002319055.1,GCA_001723175.3,GCA_030572915.1,GCA_041531625.1,GCA_011947325.1
Exophiala dermatitidis 6,GCA_023621275.1,GCA_023621285.1,GCA_035927105.1,GCA_016110225.1,GCA_003614865.1,GCA_009684955.1,GCA_025433565.1,GCA_002105135.1,GCA_023335995.1
Exophiala dermatitidis 7,GCA_023621285.1,GCA_028023995.1,GCA_035930045.1,GCA_000585565.1,GCA_035926905.1,GCA_027923685.1,GCA_047729465.1,GCA_031841055.1,GCA_018806915.1
Exophiala dermatitidis 8,GCA_028023995.1,GCA_028024125.1,GCA_038362935.1,GCA_000585515.1,GCA_022813615.2,GCA_016860445.1,GCA_007556505.1,GCA_001265065.1,GCA_000247585.2
Exophiala dermatitidis 9,GCA_028024125.1,GCA_028024355.1,GCA_035928625.1,GCA_037074965.1,GCA_015295745.1,GCA_037356135.1,,GCA_022702625.1,
Neurospora tetraspora 0,GCA_009801785.1,GCA_009801795.1,GCA_009806255.1,GCA_033297205.1,GCA_041956515.1,GCA_014705245.1,GCA_013365045.1,GCA_023347045.1,GCA_001414525.1
Neurospora tetraspora 1,GCA_009801795.1,GCA_009801835.1,GCA_009805155.1,GCA_033870435.1,GCA_017654855.1,GCA_030772295.1,GCA_001671985.1,GCA_002157015.1,GCA_024679115.1
Neurospora tetraspora 2,GCA_009801835.1,GCA_009801855.1,GCA_009801535.1,GCA_033439795.1,GCA_009861465.1,GCA_021396355.1,GCA_015586125.1,GCA_038093395.1,GCA_003546525.1
Neurospora tetraspora 3,GCA_009801855.1,GCA_009801865.1,GCA_009803655.1,GCA_033439795.1,GCA_027946355.1,GCA_911649645.1,GCA_030572735.1,GCA_027596195.1,GCA_038051095.1
Neurospora tetraspora 4,GCA_009801865.1,GCA_009801905.1,GCA_009804085.1,GCA_033439795.1,GCA_041956455.1,GCA_900044135.1,GCA_047371865.1,GCA_031841765.1,GCA_011947355.1
Neurospora tetraspora 5,GCA_009801905.1,GCA_009801965.1,GCA_009804415.1,,GCA_022530565.1,,GCA_040364535.1,GCA_000313545.1,GCA_947650345.1
Neurospora tetraspora 6,GCA_009801965.1,GCA_009801975.1,GCA_009802235.1,,GCA_031001845.1,GCA_016166065.1,GCA_047835495.1,GCA_040804685.1,GCA_000687305.2
Neurospora tetraspora 7,GCA_009801975.1,GCA_009802105.1,GCA_009803715.1,GCA_020800285.1,GCA_009859445.1,GCA_046862025.1,GCA_024678905.1,GCA_038091735.1,GCA_023337905.1
Neurospora tetraspora 8,GCA_009802105.1,GCA_009802415.1,GCA_009805125.1,GCA_033439795.1,GCA_033297395.1,GCA_030780585.1,GCA_030580395.1,GCA_902500955.1,GCA_002081595.1
Neurospora tetraspora 9,GCA_009802415.1,GCA_009802525.1,GCA_009802495.1,GCA_033870435.1,GCA_033439085.1,GCA_023658615.1,GCA_029169195.1,GCA_000697475.1,GCA_030374175.1
Cordyceps javanica 0,GCA_036850795.1,GCA_006981975.1,GCA_030778385.1,GCA_011316055.1,GCA_001640285.1,GCA_944952825.1,GCA_000236905.1,GCA_004114245.1,GCA_023335885.1
Cordyceps javanica 1,GCA_006981975.1,GCA_006981985.1,GCA_002968875.1,GCA_032354535.1,GCA_011035645.1,GCA_001937105.1,GCA_009805645.1,GCA_902501265.1,GCA_023334545.1
