,Target Accession,Same Species,Same Genus,Same Family,Same Order,Same Class,Same Phylum,Same Kingdom,Other Kingdom
Cladonia squamosa 2,GCA_964255015.1,GCA_964256895.1,GCA_964254565.1,GCA_964256335.1,GCA_022315425.1,GCA_964256965.1,GCA_022385715.1,GCA_021464525.1,GCA_019828595.1
Bipolaris zeicola 0,GCA_016906865.1,GCA_023079205.1,GCA_035078935.1,GCA_027569035.1,GCA_000498615.1,GCA_038381175.1,GCA_003719415.1,GCA_040367835.1,GCA_008553785.1
Bipolaris zeicola 1,GCA_023079205.1,GCA_026367875.1,GCA_008452725.1,GCA_004154745.1,GCA_020567955.1,GCA_000983605.1,GCA_001703335.1,GCA_023630135.1,GCA_002245715.1
Bipolaris zeicola 2,GCA_026367875.1,GCA_000523435.1,GCA_037177745.1,GCA_034640345.1,GCA_022609545.1,GCA_024184665.2,GCA_001633045.1,GCA_048544765.1,GCA_023334975.1
Monilinia fructigena 0,GCA_003260565.1,GCA_002909635.1,GCA_002909645.1,GCA_032197365.1,,GCA_000214055.1,GCA_025428825.1,GCA_041722175.1,GCA_030027945.1
Monilinia fructigena 1,GCA_002909635.1,GCA_003671625.1,GCA_009299455.1,GCA_004786125.1,GCA_030347535.1,GCA_927323605.2,GCA_016806775.1,GCA_023630095.1,GCA_018873745.1
Monilinia fructigena 2,GCA_003671625.1,GCA_023158975.1,GCA_047671335.1,GCA_015149605.1,GCA_017365405.1,GCA_003611215.1,GCA_949124545.1,,GCA_000387545.2
Colletotrichum asianum 0,GCA_027406305.1,GCA_009806415.1,GCA_000149035.1,,GCA_018440625.1,GCA_003670145.1,GCA_009193505.1,GCA_003313725.1,GCA_000751395.2
Colletotrichum asianum 1,GCA_009806415.1,GCA_027406345.1,GCA_020466255.1,,GCA_024085605.1,GCA_003025115.1,GCA_964254635.1,GCA_038091195.1,GCA_012295425.1
Colletotrichum asianum 2,GCA_027406345.1,GCA_045514765.1,GCA_009771025.1,,GCA_011032955.1,GCA_040209045.1,GCA_900074735.1,GCA_004918075.1,
Colletotrichum chrysophilum 0,GCA_026319215.1,GCA_026319245.1,GCA_030913515.1,,GCA_018994095.1,GCA_002778095.1,GCA_048771825.1,GCA_000988165.1,GCA_000468175.2
Colletotrichum chrysophilum 1,GCA_026319245.1,GCA_026319265.1,GCA_014235945.1,,GCA_003724135.2,GCA_022684725.1,GCA_000150735.2,GCA_038090875.1,GCA_000686205.4
Colletotrichum chrysophilum 2,GCA_026319265.1,GCA_031006325.1,GCA_014235935.1,,GCA_019188265.1,GCA_016166225.1,GCA_048412655.1,GCA_003054935.1,GCA_000687305.2
Aspergillus ruber 0,GCA_023621105.1,GCA_023621115.1,GCA_041684235.1,GCA_023065595.1,GCA_030061555.1,GCA_016109575.1,GCA_019924175.1,GCA_018687845.1,GCA_023336355.1
Aspergillus ruber 1,GCA_023621115.1,GCA_039880785.1,GCA_016860425.1,GCA_001513925.1,GCA_023625835.1,GCA_022831625.1,GCA_017869745.1,GCA_003054935.1,GCA_023334355.1
Aspergillus ruber 2,GCA_039880785.1,GCA_000600275.1,GCA_002847485.1,GCA_023626815.1,GCA_022814505.1,GCA_964255365.1,GCA_002374725.1,GCA_029532415.1,GCA_042082685.1
Fusarium longipes 0,GCA_013618495.1,GCA_003012285.1,GCA_017657045.1,GCA_030371145.1,GCA_039877235.1,GCA_022496965.1,GCA_025768525.1,GCA_027577035.1,GCA_023336215.1
Fusarium longipes 1,GCA_003012285.1,GCA_013618485.1,GCA_013396015.1,GCA_045529125.1,GCA_022275495.1,GCA_041941875.1,GCA_018408545.1,GCA_030246715.1,GCA_001712715.2
Fusarium longipes 2,GCA_013618485.1,GCA_013623335.1,GCA_009298635.1,GCA_004141935.1,GCA_030779685.1,GCA_022579005.1,GCA_910592235.1,GCA_037176885.1,GCA_004359215.2
Nothophaeocryptopus gaeumannii 0,GCA_031771865.1,GCA_031771855.1,,GCA_029873765.1,GCA_035135055.1,GCA_023079305.1,GCA_032357895.1,GCA_027603655.1,GCA_001314355.1
Nothophaeocryptopus gaeumannii 1,GCA_031771855.1,GCA_032718785.1,,GCA_000340215.1,GCA_005059865.1,GCA_024708745.1,GCA_023627275.1,GCA_003615035.1,
Nothophaeocryptopus gaeumannii 2,GCA_032718785.1,GCA_002116385.1,,GCA_001578235.1,GCA_046718245.1,GCA_039634435.1,GCA_009298645.1,GCA_038090535.1,GCA_019155715.1
Monascus pilosus 0,GCA_018806995.1,GCA_018806895.1,GCA_006542485.1,GCA_023620365.1,GCA_023625835.1,GCA_028027435.1,GCA_002939685.2,GCA_027577375.1,GCA_000520115.1
Monascus pilosus 1,GCA_018806895.1,GCA_018806905.1,GCA_019320005.1,GCA_026261755.1,GCA_020137715.1,GCA_035930025.1,GCA_902192255.1,GCA_047655875.1,GCA_000500225.2
Monascus pilosus 2,GCA_018806905.1,GCA_018806955.1,GCA_027497415.1,GCA_003184695.1,GCA_040333175.1,GCA_016109925.1,GCA_014850375.1,GCA_024343385.1,GCA_024679025.1
Drechslera avenae 0,GCA_034640345.1,GCA_034508535.1,,GCA_008452705.1,GCA_019828545.1,GCA_024761685.1,GCA_022283685.1,GCA_003316425.1,GCA_905220665.1
Drechslera avenae 1,GCA_034508535.1,GCA_034620375.1,,GCA_025541475.1,GCA_026119395.1,GCA_047728515.1,GCA_000269885.1,GCA_027604745.1,GCA_000333055.2
Drechslera avenae 2,GCA_034620375.1,GCA_034621625.1,,GCA_025544535.1,GCA_000230375.1,GCA_009829845.1,GCA_040167805.1,GCA_928724775.1,GCA_001707905.2
Rhizopogon vesiculosus 0,GCA_001882365.1,GCA_002995015.1,GCA_002995195.1,,GCA_003316485.1,GCA_041146235.1,GCA_031841695.1,GCA_002952155.1,GCA_023336355.1
Rhizopogon vesiculosus 1,GCA_002995015.1,GCA_002995115.1,GCA_002995335.1,,GCA_041722875.1,GCA_024373065.1,GCA_014825955.1,GCA_022829055.1,GCA_001414265.1
Rhizopogon vesiculosus 2,GCA_002995115.1,GCA_002995245.1,GCA_002994825.1,,GCA_038092655.1,GCA_043167045.1,GCA_031841575.1,GCA_030568915.1,GCA_023336355.1
Grifola frondosa 0,GCA_041464085.1,GCA_001683735.1,,,GCA_003813205.1,GCA_038090475.1,,GCA_023625315.1,GCA_016864755.1
Grifola frondosa 1,GCA_001683735.1,GCA_003313135.1,,,GCA_002150815.3,GCA_009746485.1,GCA_034406715.1,GCA_007821475.1,GCA_004137975.1
Grifola frondosa 2,GCA_003313135.1,GCA_048301435.1,,,GCA_022598655.1,GCA_040762855.1,GCA_000836455.1,GCA_023013505.1,GCA_038051135.1
Exophiala oligosperma 0,GCA_000835515.1,GCA_015295565.1,GCA_010883425.1,GCA_001700775.1,GCA_036327395.1,GCA_964256475.1,GCA_022287755.1,GCA_029449235.1,GCA_947650285.1
Exophiala oligosperma 1,GCA_015295565.1,GCA_022813245.1,GCA_035927165.1,GCA_016109465.1,GCA_022813615.2,GCA_025688815.1,GCA_003049155.1,GCA_027577515.1,GCA_012295425.1
Exophiala oligosperma 2,GCA_022813245.1,GCA_036872695.1,GCA_035930065.1,GCA_029293605.1,GCA_964255365.1,GCA_042931795.1,GCA_009298855.1,GCA_011952045.2,GCA_023333845.1
Fusarium sacchari 0,GCA_048414715.1,GCA_013759005.1,,GCA_045529265.1,GCA_046862025.1,GCA_022984875.1,GCA_030569715.1,GCA_002760635.1,GCA_019155715.1
Fusarium sacchari 1,GCA_013759005.1,GCA_017165645.1,GCA_040113465.1,GCA_012184525.1,GCA_030783005.1,GCA_022578535.1,GCA_003497905.1,GCA_029959215.1,GCA_023336295.1
Fusarium sacchari 2,GCA_017165645.1,GCA_033675115.1,GCA_018346685.1,GCA_013406995.1,GCA_022282795.1,GCA_963924265.1,GCA_001890725.1,GCA_036428525.1,GCA_038051115.1
Chytriomyces hyalinus 0,GCA_027604105.1,GCA_027604085.1,GCA_006535975.1,GCA_027596945.1,GCA_027600675.1,GCA_021556655.1,GCA_027604505.1,GCA_949124095.1,GCA_022023675.2
Chytriomyces hyalinus 1,GCA_027604085.1,GCA_027604165.1,GCA_025201725.1,GCA_002104985.1,GCA_025602905.1,GCA_006536005.1,GCA_000412615.1,GCA_019143575.1,GCA_038051175.1
Chytriomyces hyalinus 2,GCA_027604165.1,GCA_027604745.1,GCA_006535975.1,GCA_027596195.1,GCA_025765615.1,GCA_025526935.1,GCA_027248785.1,GCA_014905575.1,GCA_023336175.1
Diaporthe citri 0,GCA_014595645.1,GCA_014872965.1,GCA_043875055.1,GCA_002270565.1,GCA_014851135.1,GCA_045528825.1,GCA_025531525.1,GCA_002222165.1,GCA_023336175.1
Diaporthe citri 1,GCA_014872965.1,GCA_014872985.1,GCA_022225955.2,GCA_002270565.1,GCA_029001875.1,GCA_021066465.1,GCA_019431265.1,GCA_040670015.1,GCA_003123765.1
Diaporthe citri 2,GCA_014872985.1,GCA_014873005.1,GCA_024586255.1,GCA_002270565.1,GCA_014849765.1,GCA_046255345.1,GCA_037074665.1,GCA_018524685.1,GCA_023333885.1
Alectoria sarmentosa 0,GCA_964255965.1,GCA_009733775.1,GCA_964255875.1,GCA_964254775.1,GCA_964257405.1,GCA_964255295.1,GCA_002778245.1,GCA_048932755.1,GCA_030027945.1
Alectoria sarmentosa 1,GCA_009733775.1,GCA_904859925.1,GCA_964255875.1,GCA_964256005.1,GCA_964256435.1,GCA_964257135.1,GCA_949129945.1,GCA_020011035.1,GCA_001933485.1
Alectoria sarmentosa 2,GCA_904859925.1,GCA_904859945.1,GCA_905337325.1,GCA_963556305.1,GCA_043520055.1,GCA_011316305.1,GCA_046128805.1,GCA_003316565.1,GCA_038051045.1
Torulaspora microellipsoides 0,GCA_900186055.1,GCA_003707085.2,,GCA_003271775.1,,GCA_030573455.1,GCA_003054445.1,GCA_009739215.1,GCA_023333955.1
Torulaspora microellipsoides 1,GCA_003707085.2,GCA_931305865.1,GCA_040114465.1,GCA_013180255.1,,GCA_020995425.1,GCA_035582525.1,GCA_958449935.1,GCA_020800235.2
Torulaspora microellipsoides 2,GCA_931305865.1,GCA_931305935.1,GCA_931302125.1,GCA_947345065.1,,GCA_020280145.1,GCA_023087155.1,GCA_027578975.1,GCA_009733005.1
Phymatotrichopsis omnivora 0,GCA_016880775.1,GCA_016880785.1,,,GCA_040803005.1,,GCA_010093595.1,GCA_041722895.1,GCA_040581585.1
Phymatotrichopsis omnivora 1,GCA_016880785.1,GCA_016880835.1,,,GCA_003788615.2,,GCA_024671105.1,GCA_020716705.1,GCA_023334085.1
Phymatotrichopsis omnivora 2,GCA_016880835.1,GCA_016880855.1,,,GCA_040803515.1,,GCA_000756235.1,GCA_032158425.1,GCA_001600495.1
Monosporozyma unispora 0,GCA_964275045.1,GCA_003708525.3,GCA_008802755.1,GCA_030557625.1,,GCA_030566875.1,GCA_032354115.1,GCA_013368315.1,GCA_000443045.1
Monosporozyma unispora 1,GCA_003708525.3,GCA_016110235.1,GCA_028408415.1,GCA_009667195.1,,GCA_019649525.1,GCA_949316425.1,GCA_001638945.1,GCA_947650345.1
Monosporozyma unispora 2,GCA_016110235.1,GCA_016584185.1,GCA_030580535.1,GCA_001741305.1,,GCA_031125405.1,GCA_021030975.1,GCA_004194325.1,GCA_023334005.1
Stemphylium vesicarium 0,GCA_004380135.1,GCA_008271585.1,GCA_029100535.1,GCA_016162275.1,GCA_040763265.1,GCA_030270915.1,GCA_964340595.1,GCA_905219635.1,GCA_001933405.1
Stemphylium vesicarium 1,GCA_008271585.1,GCA_008271615.1,GCA_003268335.1,GCA_025541095.1,GCA_021365335.1,GCA_001307885.1,GCA_015572005.1,GCA_018985225.1,GCA_002197585.2
Stemphylium vesicarium 2,GCA_008271615.1,GCA_037576235.1,GCA_001191545.1,GCA_009728635.1,GCA_020574405.1,GCA_047835645.1,GCA_013183765.1,GCA_022505985.1,GCA_024679175.1
Ceratocystis platani 0,GCA_000978885.1,GCA_038406955.1,GCA_006681795.1,GCA_027744815.1,,GCA_002924875.1,GCA_033119265.1,GCA_958449885.1,GCA_030278985.1
Ceratocystis platani 1,GCA_038406955.1,GCA_038406975.1,GCA_038382545.1,GCA_004009845.1,GCA_002158515.1,GCA_030782865.1,GCA_028828765.1,GCA_003942215.1,GCA_040437565.1
Ceratocystis platani 2,GCA_038406975.1,GCA_038407035.1,GCA_038382165.1,GCA_004009845.1,GCA_029532625.1,GCA_001008105.1,GCA_048412595.1,GCA_014825955.1,GCA_023611945.1
Plenodomus lingam 0,GCA_022343315.1,GCA_022609245.1,GCA_900465115.1,GCA_041753865.1,GCA_020570735.1,GCA_047839365.1,GCA_014850545.1,GCA_045934365.1,GCA_023334135.1
Plenodomus lingam 1,GCA_022609245.1,GCA_900538235.1,GCA_023566075.1,GCA_041753865.1,GCA_022345235.1,GCA_024761765.1,GCA_003332165.1,GCA_022963125.1,GCA_003546525.1
Plenodomus lingam 2,GCA_900538235.1,GCA_000230375.1,GCA_025504975.1,GCA_041753865.1,GCA_020570965.1,GCA_022813265.1,GCA_030777445.1,GCA_001736185.1,GCA_016169955.1
Plectosphaerella cucumerina 0,GCA_020746995.1,GCA_014635965.1,GCA_014635975.1,GCA_034408665.1,GCA_019022565.1,GCA_004367125.1,GCA_949124205.1,GCA_015679585.1,GCA_023334365.1
Plectosphaerella cucumerina 1,GCA_014635965.1,GCA_014636675.1,GCA_014635975.1,GCA_029607815.1,GCA_024000835.1,GCA_001702905.1,GCA_047727795.1,GCA_003314065.1,GCA_023335675.1
Plectosphaerella cucumerina 2,GCA_014636675.1,GCA_040285535.1,GCA_020726575.1,GCA_003724135.2,GCA_026319215.1,GCA_009804305.1,GCA_947370705.1,GCA_019632285.1,GCA_026225685.1
Torulaspora globosa 0,GCA_013694445.1,GCA_014133895.1,GCA_012851235.1,GCA_025434915.1,,GCA_030557175.1,GCA_004154745.1,GCA_020744175.1,GCA_001278165.1
Torulaspora globosa 1,GCA_014133895.1,GCA_030557585.1,GCA_012851265.1,GCA_947343045.1,,GCA_003708795.3,GCA_001571465.2,GCA_019190345.1,GCA_020976625.1
Torulaspora globosa 2,GCA_030557585.1,GCA_044646065.1,GCA_931297985.1,GCA_949124815.1,,GCA_001661345.1,GCA_047716545.1,GCA_024244045.1,GCA_023336255.1
Peronospora belbahrii 0,GCA_920618645.1,,GCA_947650345.1,GCA_042082685.1,GCA_023334545.1,GCA_038051115.1,,,GCA_021018975.2
Peronospora belbahrii 2,GCA_902712285.1,GCA_921012115.1,GCA_011800735.1,GCA_023611945.1,GCA_023334545.1,GCA_003413675.1,,,GCA_002116305.1
Phyllosticta paracitricarpa 0,GCA_038051015.1,GCA_030028435.1,GCA_038025055.1,,GCA_047837215.1,GCA_000523455.1,GCA_001576735.1,GCA_900000165.1,GCA_023336235.1
Phyllosticta paracitricarpa 1,GCA_030028435.1,GCA_030028475.1,GCA_018992335.1,,,GCA_040583525.1,GCA_000734215.1,GCA_003316435.1,GCA_001950935.1
Phyllosticta paracitricarpa 2,GCA_030028475.1,GCA_038381115.1,GCA_018992365.1,,GCA_047717185.1,GCA_003704575.1,GCA_022276165.1,GCA_029215505.1,GCA_030374165.1
Penicillium sumatraense 0,GCA_020086695.1,GCA_022813645.1,GCA_028827015.1,GCA_042608645.1,GCA_013122295.1,GCA_022813445.1,GCA_041146655.1,GCA_023014365.1,GCA_023337775.1
Penicillium sumatraense 1,GCA_022813645.1,GCA_022813665.1,GCA_019775275.1,GCA_004353305.1,GCA_039119965.1,GCA_035930065.1,GCA_001618705.1,GCA_031841475.1,GCA_003546545.1
Penicillium sumatraense 2,GCA_022813665.1,GCA_037041715.1,GCA_028827665.1,GCA_000731615.1,GCA_033439165.1,GCA_035926905.1,GCA_018831675.1,GCA_011074945.1,
Ceratocystis huliohia 0,GCA_038382965.1,GCA_038382825.1,GCA_038382165.1,GCA_003671435.1,GCA_034774685.1,GCA_009804435.1,GCA_033807595.1,GCA_010065295.1,GCA_004138015.1
Ceratocystis huliohia 1,GCA_038382825.1,GCA_038382885.1,GCA_000813685.1,GCA_000833645.1,GCA_001931805.1,GCA_003017115.1,GCA_030564225.1,GCA_037042815.1,GCA_042082505.1
Ceratocystis huliohia 2,GCA_038382885.1,GCA_038407075.1,GCA_009914735.1,GCA_048999915.1,GCA_019925285.1,GCA_007994515.1,GCA_047668945.1,GCA_033032075.1,GCA_023336165.1
Colletotrichum sublineola 0,GCA_020631755.1,GCA_000696135.1,GCA_020464245.1,,GCA_013170945.1,GCA_009297915.1,GCA_009687665.1,GCA_019143075.1,GCA_947650345.1
Colletotrichum sublineola 1,GCA_000696135.1,GCA_001951195.1,GCA_032988895.1,,GCA_034408665.1,GCA_002980515.1,GCA_947344615.1,GCA_001599955.1,GCA_023334975.1
Colletotrichum sublineola 2,GCA_001951195.1,GCA_030867325.1,GCA_025328985.1,,GCA_014636675.1,GCA_000733355.1,GCA_003706475.3,GCA_019970885.1,GCA_023333795.1
Beauveria australis 0,GCA_030411535.1,GCA_030406835.1,GCA_030788025.1,GCA_030780585.1,GCA_045528905.1,GCA_038407165.1,GCA_003690365.1,GCA_958449835.1,GCA_001707905.2
Beauveria australis 1,GCA_030406835.1,GCA_030771945.1,GCA_032354135.1,GCA_030411495.1,GCA_017165645.1,GCA_009803715.1,GCA_918280685.1,GCA_031841495.1,GCA_032432875.1
Beauveria australis 2,GCA_030771945.1,GCA_030778145.1,GCA_030779145.1,GCA_003025305.1,GCA_011035625.1,GCA_001625265.1,GCA_022345385.1,GCA_016098005.1,GCA_900243735.1
Scheffersomyces stipitis 0,GCA_016859295.1,GCA_030570375.1,GCA_046132975.1,GCA_035078385.1,GCA_030573315.1,GCA_003705455.2,GCA_030867325.1,,GCA_021527785.1
Scheffersomyces stipitis 1,GCA_030570375.1,GCA_000209165.1,GCA_030555905.1,GCA_030572155.1,GCA_030566515.1,,GCA_023141385.1,GCA_004369175.1,GCA_003991265.1
Scheffersomyces stipitis 2,GCA_000209165.1,GCA_006942115.1,GCA_002245345.1,GCA_032356705.1,GCA_012184645.1,GCA_023010605.1,GCA_021028865.1,GCA_025502865.1,GCA_030267725.1
Hanseniaspora occidentalis 0,GCA_030573535.1,GCA_004919885.1,GCA_030580555.1,GCA_020623625.1,,GCA_020450235.1,GCA_030564485.1,GCA_019190805.1,GCA_018873745.1
Hanseniaspora occidentalis 1,GCA_004919885.1,GCA_004919895.1,GCA_030565715.1,GCA_900491785.1,,GCA_002242675.1,,GCA_038093595.1,GCA_030279005.1
Hanseniaspora occidentalis 2,GCA_004919895.1,GCA_030567355.1,GCA_003708365.1,GCA_020623625.1,,GCA_949649765.1,GCA_000785585.1,GCA_014825535.1,GCA_003546545.1
Inonotus obliquus 0,GCA_032164295.1,GCA_023101745.1,GCA_031471775.1,GCA_016618145.1,GCA_910574455.1,GCA_033735395.1,GCA_023630135.1,GCA_004353305.1,GCA_000333055.2
Inonotus obliquus 1,GCA_023101745.1,GCA_024703775.1,GCA_041146195.1,GCA_016617985.1,GCA_004355085.1,GCA_038092415.1,GCA_045934365.1,GCA_030581655.1,GCA_038048875.1
Inonotus obliquus 2,GCA_024703775.1,GCA_047655875.1,GCA_041146215.1,GCA_020581365.1,GCA_004355085.1,GCA_964330345.1,GCA_004918315.1,GCA_031463115.1,GCA_027475725.1
Irpex lacteus 0,GCA_045517135.1,GCA_001986395.2,GCA_037041695.1,GCA_022385755.1,GCA_002964805.2,GCA_003314235.1,GCA_019190365.1,GCA_002682825.1,GCA_023334215.1
Irpex lacteus 1,GCA_001986395.2,GCA_022606095.1,GCA_037040455.1,GCA_039906145.1,GCA_015832375.1,GCA_036172465.1,,GCA_003719665.1,GCA_042082915.1
Irpex lacteus 2,GCA_022606095.1,GCA_037042435.1,GCA_037042295.1,GCA_039906145.1,,GCA_038093875.1,GCA_000835745.1,GCA_009193445.1,GCA_000149735.1
Penicillium janthinellum 0,GCA_027569415.1,GCA_002369805.1,GCA_911197385.1,GCA_018806895.1,GCA_038993655.2,,GCA_900096615.1,GCA_000203795.2,GCA_000387545.2
Penicillium janthinellum 1,GCA_002369805.1,GCA_023626455.1,GCA_002072345.1,GCA_023137675.1,GCA_023626395.1,GCA_964257645.1,GCA_000002495.2,GCA_014973025.1,GCA_032161705.1
Penicillium janthinellum 2,GCA_023626455.1,GCA_023626475.1,GCA_023626675.1,GCA_024667855.1,GCA_011320185.1,GCA_012184575.1,GCA_028984885.1,GCA_003614705.1,
Microbotryum saponariae 0,GCA_900102585.1,GCA_900015475.1,GCA_900011025.1,,,GCA_003234015.1,GCA_001600295.1,GCA_039841415.1,GCA_023333885.1
Microbotryum saponariae 1,GCA_900015475.1,GCA_900015975.1,GCA_022506025.1,,,GCA_024500305.1,GCA_036428525.1,GCA_023620755.1,GCA_016169935.1
Microbotryum saponariae 2,GCA_900015975.1,GCA_900100905.1,GCA_900015435.1,,,GCA_012922805.1,GCA_037041015.1,GCA_014325205.1,GCA_024211575.1
Penicillium verrucosum 0,GCA_000970515.2,GCA_025585045.1,GCA_023065655.1,GCA_026119755.1,GCA_040333175.1,GCA_022830905.1,GCA_020726445.1,GCA_016617955.1,GCA_001887855.2
Penicillium verrucosum 1,GCA_025585045.1,GCA_025585095.1,GCA_028829675.1,GCA_009193685.1,GCA_042370945.1,GCA_020976775.1,GCA_003016575.1,GCA_019633465.1,GCA_000247585.2
Penicillium verrucosum 2,GCA_025585095.1,GCA_028828655.1,GCA_911197175.1,GCA_020500905.1,GCA_023624025.1,GCA_003206275.1,GCA_029218145.1,GCA_019190365.1,GCA_002933675.1
Verpa bohemica 0,GCA_033030345.1,GCA_024713585.1,GCA_033030205.1,,GCA_040803165.1,,GCA_015586305.1,GCA_040085025.1,GCA_030463285.1
Verpa bohemica 1,GCA_024713585.1,GCA_033030375.1,GCA_033030305.1,GCA_003314575.1,GCA_040803645.1,,GCA_045528745.1,GCA_047716495.1,GCA_023334555.1
Verpa bohemica 2,GCA_033030375.1,GCA_033030385.1,GCA_033030425.1,GCA_024713855.1,GCA_040802955.1,,GCA_003946985.1,GCA_002335605.1,GCA_009835175.1
Sarocladium oryzae 0,GCA_040543105.1,GCA_001605845.1,GCA_040543125.1,GCA_036250105.1,GCA_020744375.1,GCA_020744255.1,GCA_014334795.1,GCA_001720205.1,GCA_023333845.1
Sarocladium oryzae 1,GCA_001605845.1,GCA_001972265.1,GCA_042370655.1,GCA_023628655.1,GCA_011036345.1,GCA_009804945.1,,GCA_015341985.1,GCA_023091665.1
Sarocladium oryzae 2,GCA_001972265.1,GCA_037043775.1,GCA_048934535.1,GCA_036250105.1,GCA_018219635.1,GCA_000800745.1,GCA_023627815.1,GCA_001689995.1,GCA_027475745.1
Inonotus hispidus 0,GCA_024712875.1,GCA_031471775.1,GCA_023101745.1,GCA_002794785.1,GCA_910574555.1,GCA_022160365.1,GCA_006149155.1,GCA_029990645.1,GCA_023336055.1
Inonotus hispidus 1,GCA_031471775.1,GCA_037014295.1,GCA_024703775.1,GCA_041442975.1,GCA_004355085.1,GCA_038094635.1,GCA_001662005.1,GCA_044120895.1,GCA_023338225.1
Inonotus hispidus 2,GCA_037014295.1,GCA_047716215.1,GCA_023101745.1,GCA_048932595.1,GCA_910574555.1,GCA_038090915.1,GCA_025502685.1,,GCA_016880985.1
Penicillium brasilianum 0,GCA_001048715.1,GCA_002016555.1,GCA_023624815.1,GCA_012896995.1,GCA_000968595.1,GCA_028024505.1,GCA_022345165.1,GCA_900068965.1,GCA_003676415.1
Penicillium brasilianum 1,GCA_002016555.1,GCA_004916855.1,GCA_030142185.1,GCA_020501005.1,GCA_000497085.1,GCA_910591615.1,GCA_041683705.1,GCA_027604545.1,GCA_026184515.1
Sclerotinia minor 0,GCA_025389075.1,GCA_024586315.1,,GCA_023158975.1,GCA_019669835.1,GCA_040369945.1,GCA_004918115.1,GCA_048564935.1,GCA_003546625.1
Sclerotinia minor 1,GCA_024586315.1,GCA_029034665.1,GCA_029531795.1,GCA_015149615.1,GCA_013054445.1,GCA_037179255.1,GCA_029873765.1,GCA_965121685.1,GCA_024679175.1
Rhodotorula glutinis 0,GCA_037974285.1,GCA_015501985.1,GCA_937859235.1,GCA_029873605.1,,GCA_900011025.1,GCA_023628095.1,GCA_020502215.1,GCA_001950835.1
Rhodotorula glutinis 1,GCA_015501985.1,GCA_920103745.3,GCA_013036615.1,,,GCA_022702605.1,GCA_038093175.1,GCA_011801555.2,GCA_023334135.1
Malassezia nana 0,GCA_029542845.1,GCA_001265015.1,GCA_937888505.1,,,GCA_963379325.1,GCA_008522505.1,GCA_002925065.1,GCA_030267725.1
Malassezia nana 1,GCA_001265015.1,GCA_001600835.1,GCA_900149135.1,,,GCA_963379325.1,GCA_002794775.1,GCA_003243855.1,GCA_002025845.1
Diaporthe ampelina 0,GCA_023522825.1,GCA_001006365.1,GCA_024586255.1,GCA_002270565.1,GCA_014851385.1,GCA_001566295.1,GCA_003370525.1,,GCA_023337935.1
Diaporthe ampelina 1,GCA_001006365.1,GCA_001630405.1,GCA_014873005.1,GCA_002270565.1,GCA_014850485.1,GCA_000966645.2,GCA_023620605.1,GCA_037953735.1,GCA_042082275.1
Uromyces transversalis 0,GCA_002994555.1,,GCA_000785685.1,GCA_001707655.1,GCA_000500245.1,,GCA_000350255.1,GCA_949124505.1,
Rhizopus stolonifer 0,GCA_003325415.1,GCA_040807145.1,,GCA_025677835.1,GCA_001638945.1,,GCA_910592135.1,GCA_025328335.1,GCA_002812785.1
Rhizopus stolonifer 1,GCA_040807145.1,GCA_000697035.1,,GCA_025677835.1,GCA_023629935.1,,GCA_015847225.1,GCA_009801365.1,GCA_023334365.1
Pneumocystis canis 0,GCA_017311265.1,GCA_017788925.1,GCA_000333975.2,,,,GCA_013365195.1,GCA_000827425.1,GCA_038051225.1
Pneumocystis canis 1,GCA_017788925.1,GCA_017911135.1,GCA_000349005.2,,,,GCA_046866085.1,GCA_033735035.1,GCA_011947355.1
Umbilicaria deusta 0,GCA_964340765.1,GCA_023184635.1,GCA_964255515.1,GCA_937857785.1,GCA_964255775.1,GCA_022315165.1,GCA_019394655.1,GCA_046865755.1,GCA_902706625.1
Umbilicaria deusta 1,GCA_023184635.1,GCA_964340595.1,GCA_000611775.1,GCA_937857905.1,GCA_964256115.1,GCA_964254705.1,GCA_949124515.1,GCA_029467805.1,GCA_004117815.1
Scleroderma citrinum 0,GCA_029372045.1,GCA_046718565.1,GCA_046718465.1,,GCA_038093275.1,GCA_018857265.1,GCA_001600395.1,GCA_030780265.1,
Scleroderma citrinum 1,GCA_046718565.1,GCA_000827425.1,GCA_046718465.1,,GCA_038091295.1,GCA_027579435.1,GCA_001265015.1,,GCA_023337545.1
Pleurotus salmoneostramineus 0,GCA_002583695.1,GCA_001742905.1,GCA_947034875.1,GCA_040822045.1,GCA_040762955.1,GCA_038089235.1,GCA_019201745.1,GCA_009297575.1,GCA_001707905.2
Pleurotus salmoneostramineus 1,GCA_001742905.1,GCA_002933715.1,GCA_012979565.1,GCA_040822045.1,GCA_018851305.1,GCA_019915015.1,GCA_002221985.1,GCA_963921895.1,GCA_042082705.1
Sparassis latifolia 0,GCA_018466975.1,GCA_002607745.1,GCA_965199485.1,,GCA_004679265.1,GCA_003315845.1,GCA_045932095.1,GCA_023618375.1,GCA_023335895.1
Sparassis latifolia 1,GCA_002607745.1,GCA_009812315.1,GCA_965199605.1,,GCA_003313135.1,GCA_041380695.1,GCA_000785685.1,GCA_042609135.1,GCA_023335925.1
Simplicillium aogashimaense 0,GCA_028455935.1,GCA_012273805.1,GCA_964211815.1,GCA_002871155.1,GCA_018296305.1,GCA_014850365.1,GCA_020578295.1,GCA_019915145.1,GCA_038050995.1
